date,text
1785-12-06,"Birth. X Henry Babcocks Dafter born at five in morn. XX I was Calld at 5 O Clock y s morn to Henry Babcocks, his wife being in Travil. arivd there about Day Light; found her put to bed, the operation performd By mrs Smith. mrs Babcock I found in Severe pain; her complaints So great & Shee very Desireous I should inquire into y e Cause. I Complyd & found her greatly ingered by some misshap. mrs Smith does not alow y t Shee was Sencible of it. however her, Viz mrs Bab ks , Distres was so very Severe we were apprehencive Shee was Expiring. Sent for Doct Colman But Dr Williams fortunately Came in & prescribed remidies which aford Some relief. I Left him there & returnd home at 10/PM."
1785-12-07,Clear. we wash t y e East roome. I was at home.
1785-12-25,B I attended Divine servis all Day. a pleas t day for y e Season. Mr Ballard & I went to mr Bisbees at Evin g . mrs Pollard there.
1785-12-31,B Clear. I went to meeting. Old mrs Haws & Daugh tr & Sister Moore here at noone. they & many more people Calld after meeting. mr Ballard & I went to See them up y e rips.
1786-01-01,"A A Clear but very Cold Day. my fammaly all attended Divine Servis Except Ephm & my self. ye Girls gone to mr Williams y s Evin g , Cyrus also. mr Pollard & Hall here. mr Ballard is gone to mr Pollards."
1786-01-02,"Clear. My Girls wash d . Dolly rode a hors to plough. I gott a mess of String Beans, y e first we have had. was at home y s Day."
1786-01-02,I was at home all Day. a very Chilly air. mr Ballard gone to Town meeting. Rachell Faught here.
1786-01-02,"A Clear, Cold day. I was at home, mended a Shirt for Eph m . Edm n Allin & wife here. the Girls washt. ye mill Stopt by reas n of ye Cold. I hear mrs Faught is Deceast."
1786-01-03,Clear & Pleast. Hannah went to mr Westons. Old mrs Batton here. I was at home all Day. my son Ephr ms Birth Day; Aged six years.
1786-01-03,A Cloudy Day & raind Some. Son Town went from here to go home. mr Ballard gon to mr James Cowens as a refeere on a Cause betweene Jonas Cleark & Henery Babcok. Thommus White Came to tend Saw mill. I was at home all Day
1786-01-03,Birth. Bunker Farwells Dafter. X I was Calld at two O Clok in morn to go to Bunker Farwells; got there at Sun rise. I put mrs Farwells to bed at 2 in y e afternoon; returnd home at Eleven Even g . had a fit of ye cramp & fainting also. Dolly got up & brought ye Lavender which revivd me much. mr Farwell Gave me 7 s :4 d for my performance.
1786-01-03,I was at home all day.
1786-01-03,"At home all day and evn g till about nine when Calld in great haste to Col o Howards, his wife & five Child n very sick. Sam l bleeding gave y m great surprise. I tarr d all night. Bill e is mending. Bitsy Wheeler Sick at Esq r Howards."
1786-01-03,mr Bullin & Rachel Faught Came here at 9/O Clo k going to attend funeral of mrs Faught. mr Densmore Calld me to See his Son which is unwell. it began to snow when I left home. I calld to see mrs North as I came home. Shee is very Sick. was Enformd there of ye Death of Judg Bowman of Pownalboro. it is a Tedious Storm.
1786-01-04,"Clear. mr Ballard at Town meating & at Lectur. Revd mr Miller of Brunswick performd y e Exercise. Hann h , Dolly & Cowen attended. Hannah Crage & Jesse, mr Bullin & Brown & y r wives here. mrs Brown unwel. Shee & mrs Bullin Slept here. at home y s Day."
1786-01-04,"I was at home all day. there was a Shower. Alice Ballard Came here, mrs Kenady here. we had Roast Lamb for Dinner. Jona t & Dann l Robbins bro t 1 Bar l flour, 1/2 Bar l Pork, 10-1/2 gal ns molasis from ye hook."
1786-01-04,Clear. I was at home all Day. Sister Barton here.
1786-01-04,I was at Chamberlins & Fosters. Jonathan watch with Alvin Weeks at Esq r Howards. I was at home. mr Ballard Came from Pits town .
1786-01-04,"Birth. Blakes Son. X. fee recievd. I was at home till 7/O/Clok in Evin g when Calld by James Moore to go to John Blakes wife being in Travil. I rode our hors there, put her safe to Bed with a Son. it Snowd all night."
1786-01-05,Clear. I went to mr Westons afternoone. Calld at mr Broks s & mr Bissbees.
1786-01-05,"Clear. Lucy, mrs Craggin & I went to Cap t Hails. mrs Dexter also."
1786-01-05,"Clear. mr Ballard went to Survey for mr Duten. I was Calld to mr Chamberlins, Shee being unwell. tar d all night. mrs Church is ill, mrs Winslow with her."
1786-01-05,"Birth Leight n Son X I was Calld To mr Leightons, his wife being in Travil. Left home at ten fore n , arivd there at two aft. found her Safely Delivd of a Son, the opperation performd by Sol o Leightons wife."
1786-01-05,A very rainy morn. Mr Stratton & Nath n Howard Breakfast d here. it hath raind very much y s Day. the Corn mill Ceast grinding till finisht repairing. Polly Savage brought home my Cloath.
1786-01-05,I Came home Acompanied by mr Moore. it Snows y t . I feel Some fatagud. mr Blake paid me Eight Shillings.
1786-01-06,Cloudy part of y e Day. mrs Foster here. Poll Savage Enformd y t James was Scalt. I was at home y s Day. Jon o unwell at night.
1786-01-06,Clear. I Came home from Chamberlins y s morn. Polly Hamlen Came home with Hannah & Alice Ballard y s Evin g . I was at home y s Day.
1786-01-06,I was at mr Edsons. Doctr s Williams & Coleman there to See his foot which he Burnt.
1786-01-06,Sheribi Town Came here y s morn. Enforms y t Lucy is much better. this is Dollys Birth Day.
1786-01-06,"Birth. Dexters Dafter. Eph Town Came here about Day for me to go to mr Dexters. we Left here at 7/O Clock, arivd at Dexters at 1 after n ; found his wife very ill. I removd thee obstruction and Deliverd her Safe of a fine Dafter about y e middle of y e night. it Stormd Severely as I was on my journey."
1786-01-06,"I was at mr Westons, after n . calld at Col n Norths. mrs Cox has been unwell but is gitting Better."
1786-01-06,"Clear part of y e Day. I went to See Isace Savages yonges t Child, it being unwell. Polly Hamlin Slept here. it Snows. mr Sarls Drank Tee here & Took a raft out this Crick y s Even g . Eliphl t Robbins here, unwell."
1786-01-06,"I was at home. Hannah Coole here, enforms of ye Death of Fahy & Reubens Moores Child; they were Buried yesterday. I wrote a letter to Brother Collins."
1786-01-06,A Snow Storm & very Cold. I have been at home ys Day. mr French informd me of ye Death of mrs Stuart who Deceast ys mor n . mr Hinkley & Lady went past here on y r way home. I finishd Ephe s Stockins & fixt Cyrus s footing.
1786-01-06,I feel some poorely. am Calld to go to mr Chamberlins to See his Babe. I found it much as it has been. Polly Bisbee & Hamlin here.
1786-01-07,Clear. I finished mending my quilt. the Girls went to Forbes s . mr Ballard returnd from Court; brought 2 quart Basons & 2 pint Dito. I was at home all day.
1786-01-07,Clear morn & hott; it thunderd & raind afternoone. I was at Son Towns all Day.
1786-01-07,"Birth. Son Towns Daftr. XX Clear, hotte morn & very hott Day. Daug t Town unwell all Day. Calld her woming together about two O Clok after n ; was Safely Deliverd of a Dafter at 7 O Clok, but Somewhat weak. I Set up with her all night. mrs Straten Tarid, Slept with Betsy."
1786-01-07,"Rainy. Polly here y s Day. I was at home, we baked. I finishd makeing y e forth Sheet."
1786-01-07,I am at home. Doc t Wms Calld here on his return from mr Babcocks. Enforms me y t She is Some more Comfortable; he has hopes She may recover. mr Smily here. we b t 18 lb of Butt r of him. we paid him one Dollar in Cash & three at Daves s Store; we are to give one Shilling pr pound.
1786-01-07,"17 B A fine pleast Day. for ye Season, I attended Divine Servis both parts of ye Day. A very rainy Day. ye freshet rose in ye Brook. Duttons Dam met with a breach which causd it to rise higher than usual. no great damage hapend here."
1786-01-07,A Cold day. I have been at home ys Day. I made 8 lb of Candles for mr Brooks & 4-1/2 lb for my Self. our men brought hay from ye meddow. Dolly fell Down Chamber & hurt her head.
1786-01-08,"A A Clear, Cold Day. I was Calld to mr Chamberlins to See his Child, found it very ill. I tarried all night. set up."
1786-01-12,"B Our fammily went to mr Suels to meting. I was Cald to Isaac Savages to See Hannah, She being unwell."
1786-01-13,"B Clear Morn, Cloudy aft. I attended Divine Servis. Cap t Grant & mrs Foster here in intermish n ."
1786-01-18,"B A fine, pleast Day. mr Haselet performd Divine Servis. I attended all Day. Hannah & Dolly went to See mrs Williams this Evining."
1786-01-22,"A X Birth. Hatches Dafter XX. Mrs Hatch Calld us up about Day break, thee women were Calld in and She was Safely Delivrd of a Dafter about Sun Set."
1786-01-24,"B Clear & hott. I left mr Towns at 10 o Clok in y e morn, arivd at home about Six. I left Lucy Comfortable as Could Expect. Son Town Came home w th me. Was Enformd y t mrs williams was Delivd Last friday of two Sons, one of which Expird soon."
1786-02-02,I went to mr Churches & Suels & Esqr Howards. mr Witham & wife & Son tarried here. Polly Taylor came at night. Polly Hamblin went to mr [ ] this morning.
1786-02-02,Clear. mrs foster here. Polly Taylor unwell. I went to Doct Coneys for Some medicin for mrs Straten. Pollard stubd his foot to Day.
1786-02-02,"I went to See mrs Babcock, found her very Low. Son Town here this night."
1786-02-02,I have been at home y s Day. it is the anaversiry of my Marriage and 31 years Since mr Ballard and I were Joind in Wedlock.
1786-02-02,"mr Ballard Came after me & Brought me home from Chamb lns . mr Mags Came after me to go to mrs Hatch. we Left our hous at 4/O Clock after n , arivd there at 8/in Evn g ."
1786-02-02,"it Raind. I Left mr Hatches at Day Break attended by mr Williams to ye County Road, from Jonstons by Agustus Ballard. arivd at home at 1 / after n . some fatagud."
1786-02-02,"X Birth. John Babcs Dafter X. I was Calld to John Babcocks wife being in Travil. Shee was Deliverd of a a Dafter at 5 O/Clock in Eving. A South wind & Smart rain. mrs Savage, Cowen, Babcock, Ellis & Stone & my Self tarr d all night."
1786-02-03,"B Clear morn. mr Pratt went from Son Towns. mrs Collar & her Daughter here, Mrs Dexter also. Nancy Dors & Betsy went to See mr Thorn; he is Sick."
1786-02-03,I was at home. ye Girls Bak d . it snows y s Eving.
1786-02-04,"I am very unwell but, hearing my Son & Daug tr Town were unwell, venturd to Set out to see them. Cyrus went with me. We Left home at 12 o Clock."
1786-02-04,Came from Col o Howards. Left y m very Sick.
1786-02-05,Clear & Cold. mr Bullins & mrs Brown Breakfasted here. mr Bullin Dind. Ball d & he went to Col n Norths. our Girls washd. Isaac Savig Supt here. I was at h m ys D y .
1786-02-05,"Rain after n . mrs Pollard, Weston & Betsy Chever here. Dan l Robbins Came from meddow. I was at home all day."
1786-02-05,I was at Cham lns & Fosters. Thunder & rain at Night. Alvin Weeks Departed this Life in y e night.
1786-02-06,"Clear. mrs Gardy, mrs Savage & forbes came here; Mrs Foster, Sarah & Polly Talor also. I was at home all Day. We Brewd."
1786-02-06,"Clear. I finisht futting a pair of hoes for Lucy & Began a stokin for my Self. Went to mr Dexters with mrs Craggin, mrs Haill there. mr Luis went to watch with mr Thorn who Departed this Life about y e middle of y e night."
1786-02-06,I left mrs L tn Comfortable. arivd at home three after noon. Some fatagud y e rid[en]. Dolly brot my Cloath from Edsons.
1786-02-06,Clear. I was at home all Day. mrs Chace Dind here. mr Hopkins began to moove the mill.
1786-02-07,I was at home. mrs Gardy Came here.
1786-02-07,At home all day. mr Lea here. I finisht mr Ballards toe Stockins yester day. he has been to mr Williams s at Vasalboro to Day.
1786-02-07,I came from Dexters. it raind. I Cald to see Polly Dudley who is Extreemly Low & Sensless. Dind at Doct Bartons. got to fort western at dusk But Could not Cross y e river by reason of y e freshet. tar d at Colo n Howards. very Kindly Entertaind. his family very Sick yet.
1786-02-07,"at home all Day. am unwell, have a Cough."
1786-02-07,I was at home all Day. Polly went fm hr.
1786-02-07,"I was at home. Mended my Camblet gown. mr Ballard went to W m Pullens, Broug t home Six fowls. Hannah & Dolly md Pies."
1786-02-07,"AClear, Cold Day. I was at home all day and mended mr Ballards Great Coat. we were Enformd of ye funeral of Mrs Stuart at ye Hook. Mr Williams Dind here, Says his wife is unwell. Children I have been Calld to y e Birth of thee year past: 28. Seventean of y m were Daughters. Novem r 14 Receivd of Dan l Bolton in part, one Dollar for going to his wife Sundry times las t sumer & Extracting a Dafter &C, &C. -:6:- I have Lost 42 nights Sleep y e year past."
1786-02-11,B I was at home. it was a misty Day. my famely attended Divine Service.
1786-02-14,"B Clear. I was unwell, Did not attend meeting. mrs Foster, Caty Cool & Polly Hamblin here."
1786-02-23,"B I Came over y e river & got home Safe, found Dolly Some more Comfortable. mr Hatch & wife went from here. it raind hard after they Left us. mr Woodward & his wife Dind here. Shee Staid at night."
1786-02-27,B I Did not attend Divine Servis but am going to visit Henry Babcocks wife who is Sick. I find her Some more comfortable.
1786-03-02,"Clear, a little cooler. I went to mr Croggins with Daughter Town & Shee had a faint turn there."
1786-03-02,"Clear. Mr Dillino & Wife & mrs Savage here; Mr & mrs Taylor, mr Page also. I was at home all Day. mrs Gardy went from here y s morn."
1786-03-02,"Clear Morn. mrs Woodward Dind here, then Cros t thee Crick to go to mr Westons. mr Hopkins and mr Stanley Came in order to Fraim y e mill. Dolly & Eph m unwell. I was at home all Day. it thuntred & raind in the night."
1786-03-02,I Came home f m Babcocks & went to mr Westons. mr Hamblin here to Settle.
1786-03-02,"Birth. Ben n Browns Son. X I was at home till Evn g , then Calld to Ben n Browns wife, Shee being in Travil & was Delv d Soon after my arival. I returnd home at 1 O Clock. mr Brown gave me 9 and 4 for my Performance."
1786-03-03,mr John Jones taken & brot to Pollards. Son Town went home from here. mr Ballard went to Cabese. I went to mr Suels to visit his fammily y t were Sick. There were a gang went to Saml Duttuns & took Joh n Jones; Brought him to Pollards. tarrd till morn when they Set out with him for wiscasett.
1786-03-03,I have been at home all day. mended a Coat for mr Ballard & 1 for Cyrus & Eph s Trousers. ye Girls went to see Polly Hamlin y s Evinn g . mr Ball d been on ye Road by Herseys.
1786-03-03,at hatchs. Sister Wilams there. Death Chamb s Child.
1786-03-03,Calld to mr Browns to See his Infant who is unwell. Bigan a Stockin for Cyrus.
1786-03-03,I returnd from Babcoks at 9 O/Clok morn. a Cloudy Day.
1786-03-03,"Birth. Joseph Wilms Dafter X. Mrs Willm s Safe delivd of a Daughter at 5 morn, ye Child much spent but soon revived. I Left them Cleaverly. I returnd home at half after 1/O Clok. it Snowd. mr Church here & mr Smith. wilms Child Expird about midnight, I hear."
1786-03-04,B Clear. I attend d Worship after n . we Bak t a pie for Din r .
1786-03-04,"A very Cold Day. I was at home all day. mr Ballard gone to Capt Neys, Bro t home 42 lb of Tallow. Brothe r Moore & Joseph Williams Dind here. we killed a swine which w d 174 lb. I Salted it ys Eving."
1786-03-04,at mrs Fletchers yet. I hear mr Farley was gone away fr m [family].
1786-03-05,I am Still unwell. mr Town & wife Some better. Cyrus Set out on his Return home before noone.
